id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,jenis_unggas,populasi_unggas,satuan,tahun
184,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213210,LEGONKULON,321321,LEGONKULON,ITIK,7040.0,EKOR,2024
185,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213100,PABUARAN,321305,PABUARAN,AYAM KAMPUNG,32205.0,EKOR,2024
186,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213100,PABUARAN,321305,PABUARAN,AYAM PETELOR,0.0,EKOR,2024
187,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213100,PABUARAN,321305,PABUARAN,AYAM PEDAGING,149000.0,EKOR,2024
188,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213100,PABUARAN,321305,PABUARAN,ITIK,17742.0,EKOR,2024
189,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213140,PAGADEN,321307,PAGADEN,AYAM KAMPUNG,34470.0,EKOR,2024
190,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213140,PAGADEN,321307,PAGADEN,AYAM PETELOR,0.0,EKOR,2024
191,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213140,PAGADEN,321307,PAGADEN,AYAM PEDAGING,160000.0,EKOR,2024
192,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213140,PAGADEN,321307,PAGADEN,ITIK,22474.0,EKOR,2024
193,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213141,PAGADEN BARAT,321328,PAGADEN BARAT,AYAM KAMPUNG,23705.0,EKOR,2024
194,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213141,PAGADEN BARAT,321328,PAGADEN BARAT,AYAM PETELOR,800.0,EKOR,2024
195,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213141,PAGADEN BARAT,321328,PAGADEN BARAT,AYAM PEDAGING,2258700.0,EKOR,2024
196,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213141,PAGADEN BARAT,321328,PAGADEN BARAT,ITIK,7935.0,EKOR,2024
197,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213190,PAMANUKAN,321311,PAMANUKAN,AYAM KAMPUNG,22942.0,EKOR,2024
198,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213190,PAMANUKAN,321311,PAMANUKAN,AYAM PETELOR,0.0,EKOR,2024
199,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213190,PAMANUKAN,321311,PAMANUKAN,AYAM PEDAGING,0.0,EKOR,2024
200,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213190,PAMANUKAN,321311,PAMANUKAN,ITIK,14045.0,EKOR,2024
201,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213110,PATOKBEUSI,321316,PATOKBEUSI,AYAM KAMPUNG,32663.0,EKOR,2024
202,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213110,PATOKBEUSI,321316,PATOKBEUSI,AYAM PETELOR,0.0,EKOR,2024
203,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213110,PATOKBEUSI,321316,PATOKBEUSI,AYAM PEDAGING,240000.0,EKOR,2024
204,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213110,PATOKBEUSI,321316,PATOKBEUSI,ITIK,163615.0,EKOR,2024
205,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213120,PURWADADI,321306,PURWADADI,AYAM KAMPUNG,71570.0,EKOR,2024
206,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213120,PURWADADI,321306,PURWADADI,AYAM PETELOR,0.0,EKOR,2024
207,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213120,PURWADADI,321306,PURWADADI,AYAM PEDAGING,964500.0,EKOR,2024
208,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213120,PURWADADI,321306,PURWADADI,ITIK,5480.0,EKOR,2024
209,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213201,PUSAKAJAYA,321330,PUSAKAJAYA,AYAM KAMPUNG,26333.0,EKOR,2024
210,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213201,PUSAKAJAYA,321330,PUSAKAJAYA,AYAM PETELOR,0.0,EKOR,2024
211,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213201,PUSAKAJAYA,321330,PUSAKAJAYA,AYAM PEDAGING,423000.0,EKOR,2024
212,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213201,PUSAKAJAYA,321330,PUSAKAJAYA,ITIK,10610.0,EKOR,2024
213,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213200,PUSAKANAGARA,321310,PUSAKANAGARA,AYAM KAMPUNG,25767.0,EKOR,2024
214,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213200,PUSAKANAGARA,321310,PUSAKANAGARA,AYAM PETELOR,0.0,EKOR,2024
215,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213200,PUSAKANAGARA,321310,PUSAKANAGARA,AYAM PEDAGING,0.0,EKOR,2024
216,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213200,PUSAKANAGARA,321310,PUSAKANAGARA,ITIK,13555.0,EKOR,2024
217,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213010,SAGALAHERANG,321301,SAGALAHERANG,AYAM KAMPUNG,72969.0,EKOR,2024
218,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213010,SAGALAHERANG,321301,SAGALAHERANG,AYAM PETELOR,9000.0,EKOR,2024
219,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213010,SAGALAHERANG,321301,SAGALAHERANG,AYAM PEDAGING,367500.0,EKOR,2024
220,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213010,SAGALAHERANG,321301,SAGALAHERANG,ITIK,30608.0,EKOR,2024
221,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213011,SERANGPANJANG,321323,SERANGPANJANG,AYAM KAMPUNG,33384.0,EKOR,2024
222,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213011,SERANGPANJANG,321323,SERANGPANJANG,AYAM PETELOR,0.0,EKOR,2024
223,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213011,SERANGPANJANG,321323,SERANGPANJANG,AYAM PEDAGING,108450.0,EKOR,2024
224,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213011,SERANGPANJANG,321323,SERANGPANJANG,ITIK,4475.0,EKOR,2024
225,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213070,SUBANG,321303,SUBANG,AYAM KAMPUNG,14220.0,EKOR,2024
226,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213070,SUBANG,321303,SUBANG,AYAM PETELOR,0.0,EKOR,2024
227,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213070,SUBANG,321303,SUBANG,AYAM PEDAGING,155000.0,EKOR,2024
228,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213070,SUBANG,321303,SUBANG,ITIK,1012.0,EKOR,2024
229,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213191,SUKASARI,321324,SUKASARI,AYAM KAMPUNG,17334.0,EKOR,2024
230,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213191,SUKASARI,321324,SUKASARI,AYAM PETELOR,0.0,EKOR,2024
231,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213191,SUKASARI,321324,SUKASARI,AYAM PEDAGING,100000.0,EKOR,2024
232,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213191,SUKASARI,321324,SUKASARI,ITIK,17690.0,EKOR,2024
233,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213171,TAMBAKDAHAN,321325,TAMBAKDAHAN,AYAM KAMPUNG,29396.0,EKOR,2024
234,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213171,TAMBAKDAHAN,321325,TAMBAKDAHAN,AYAM PETELOR,0.0,EKOR,2024
235,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213171,TAMBAKDAHAN,321325,TAMBAKDAHAN,AYAM PEDAGING,1956000.0,EKOR,2024
236,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213171,TAMBAKDAHAN,321325,TAMBAKDAHAN,ITIK,27250.0,EKOR,2024
237,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213040,TANJUNGSIANG,321314,TANJUNGSIANG,AYAM KAMPUNG,9896721928.0,EKOR,2024
238,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213040,TANJUNGSIANG,321314,TANJUNGSIANG,AYAM PETELOR,73150.0,EKOR,2024
239,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213040,TANJUNGSIANG,321314,TANJUNGSIANG,AYAM PEDAGING,522200.0,EKOR,2024
240,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213040,TANJUNGSIANG,321314,TANJUNGSIANG,ITIK,5787027758.0,EKOR,2024
