id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,jenis_unggas,jumlah_produksi,satuan,tahun
182,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213210,LEGONKULON,321321,LEGONKULON,AYAM PETELUR,0,KG,2024
183,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213210,LEGONKULON,321321,LEGONKULON,AYAM PEDAGING,517536,KG,2024
184,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213210,LEGONKULON,321321,LEGONKULON,ITIK/ITIK MANILA,4371,KG,2024
185,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213100,PABUARAN,321305,PABUARAN,AYAM KAMPUNG,28880.21,KG,2024
186,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213100,PABUARAN,321305,PABUARAN,AYAM PETELUR,0,KG,2024
187,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213100,PABUARAN,321305,PABUARAN,AYAM PEDAGING,1071012,KG,2024
188,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213100,PABUARAN,321305,PABUARAN,ITIK/ITIK MANILA,11016,KG,2024
189,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213140,PAGADEN,321307,PAGADEN,AYAM KAMPUNG,30911.38,KG,2024
190,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213140,PAGADEN,321307,PAGADEN,AYAM PETELUR,0,KG,2024
191,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213140,PAGADEN,321307,PAGADEN,AYAM PEDAGING,1150080,KG,2024
192,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213140,PAGADEN,321307,PAGADEN,ITIK/ITIK MANILA,13954,KG,2024
193,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213141,PAGADEN BARAT,321328,PAGADEN BARAT,AYAM KAMPUNG,21257.74,KG,2024
194,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213141,PAGADEN BARAT,321328,PAGADEN BARAT,AYAM PETELUR,665,KG,2024
195,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213141,PAGADEN BARAT,321328,PAGADEN BARAT,AYAM PEDAGING,16235535.6,KG,2024
196,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213141,PAGADEN BARAT,321328,PAGADEN BARAT,ITIK/ITIK MANILA,4927,KG,2024
197,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213190,PAMANUKAN,321311,PAMANUKAN,AYAM KAMPUNG,20573.51,KG,2024
198,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213190,PAMANUKAN,321311,PAMANUKAN,AYAM PETELUR,0,KG,2024
199,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213190,PAMANUKAN,321311,PAMANUKAN,AYAM PEDAGING,0,KG,2024
200,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213190,PAMANUKAN,321311,PAMANUKAN,ITIK/ITIK MANILA,8720,KG,2024
201,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213110,PATOKBEUSI,321316,PATOKBEUSI,AYAM KAMPUNG,29290.93,KG,2024
202,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213110,PATOKBEUSI,321316,PATOKBEUSI,AYAM PETELUR,0,KG,2024
203,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213110,PATOKBEUSI,321316,PATOKBEUSI,AYAM PEDAGING,1725120,KG,2024
204,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213110,PATOKBEUSI,321316,PATOKBEUSI,ITIK/ITIK MANILA,101585,KG,2024
205,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213120,PURWADADI,321306,PURWADADI,AYAM KAMPUNG,64181.24,KG,2024
206,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213120,PURWADADI,321306,PURWADADI,AYAM PETELUR,0,KG,2024
207,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213120,PURWADADI,321306,PURWADADI,AYAM PEDAGING,6932826,KG,2024
208,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213120,PURWADADI,321306,PURWADADI,ITIK/ITIK MANILA,3402,KG,2024
209,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213201,PUSAKAJAYA,321330,PUSAKAJAYA,AYAM KAMPUNG,23614.43,KG,2024
210,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213201,PUSAKAJAYA,321330,PUSAKAJAYA,AYAM PETELUR,0,KG,2024
211,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213201,PUSAKAJAYA,321330,PUSAKAJAYA,AYAM PEDAGING,3040524,KG,2024
212,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213201,PUSAKAJAYA,321330,PUSAKAJAYA,ITIK/ITIK MANILA,6588,KG,2024
213,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213200,PUSAKANAGARA,321310,PUSAKANAGARA,AYAM KAMPUNG,23106.86,KG,2024
214,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213200,PUSAKANAGARA,321310,PUSAKANAGARA,AYAM PETELUR,0,KG,2024
215,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213200,PUSAKANAGARA,321310,PUSAKANAGARA,AYAM PEDAGING,0,KG,2024
216,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213200,PUSAKANAGARA,321310,PUSAKANAGARA,ITIK/ITIK MANILA,8416,KG,2024
217,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213010,SAGALAHERANG,321301,SAGALAHERANG,AYAM KAMPUNG,65435.81,KG,2024
218,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213010,SAGALAHERANG,321301,SAGALAHERANG,AYAM PETELUR,7484,KG,2024
219,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213010,SAGALAHERANG,321301,SAGALAHERANG,AYAM PEDAGING,2641590,KG,2024
220,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213010,SAGALAHERANG,321301,SAGALAHERANG,ITIK/ITIK MANILA,19004,KG,2024
221,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213011,SERANGPANJANG,321323,SERANGPANJANG,AYAM KAMPUNG,29937.5,KG,2024
222,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213011,SERANGPANJANG,321323,SERANGPANJANG,AYAM PETELUR,0,KG,2024
223,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213011,SERANGPANJANG,321323,SERANGPANJANG,AYAM PEDAGING,779538.6,KG,2024
224,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213011,SERANGPANJANG,321323,SERANGPANJANG,ITIK/ITIK MANILA,2778,KG,2024
225,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213070,SUBANG,321303,SUBANG,AYAM KAMPUNG,12751.95,KG,2024
226,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213070,SUBANG,321303,SUBANG,AYAM PETELUR,0,KG,2024
227,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213070,SUBANG,321303,SUBANG,AYAM PEDAGING,1114140,KG,2024
228,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213070,SUBANG,321303,SUBANG,ITIK/ITIK MANILA,628,KG,2024
229,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213191,SUKASARI,321324,SUKASARI,AYAM KAMPUNG,15544.47,KG,2024
230,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213191,SUKASARI,321324,SUKASARI,AYAM PETELUR,0,KG,2024
231,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213191,SUKASARI,321324,SUKASARI,AYAM PEDAGING,718800,KG,2024
232,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213191,SUKASARI,321324,SUKASARI,ITIK/ITIK MANILA,10983,KG,2024
233,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213171,TAMBAKDAHAN,321325,TAMBAKDAHAN,AYAM KAMPUNG,26361.21,KG,2024
234,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213171,TAMBAKDAHAN,321325,TAMBAKDAHAN,AYAM PETELUR,0,KG,2024
235,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213171,TAMBAKDAHAN,321325,TAMBAKDAHAN,AYAM PEDAGING,14059728,KG,2024
236,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213171,TAMBAKDAHAN,321325,TAMBAKDAHAN,ITIK/ITIK MANILA,16919,KG,2024
237,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213040,TANJUNGSIANG,321314,TANJUNGSIANG,AYAM KAMPUNG,88750.02,KG,2024
238,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213040,TANJUNGSIANG,321314,TANJUNGSIANG,AYAM PETELUR,60832,KG,2024
239,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213040,TANJUNGSIANG,321314,TANJUNGSIANG,AYAM PEDAGING,3753573.6,KG,2024
240,32,JAWA BARAT,3213,KABUPATEN SUBANG,3213040,TANJUNGSIANG,321314,TANJUNGSIANG,ITIK/ITIK MANILA,3593,KG,2024
